match_id,radiant_win
6,0.83863270159
7,0.776789864396
10,0.130384719083
13,0.897861586264
16,0.24421001148
18,0.355971092071
19,0.626484504336
24,0.613955933186
33,0.283756430469
37,0.668521261394
41,0.130840199992
42,0.35574472641
55,0.222488935944
60,0.716676133104
62,0.576140932622
63,0.603826454173
64,0.0738177003629
71,0.456443457575
72,0.32327956026
83,0.572475446484
85,0.762157165293
89,0.914554748485
92,0.739216032488
100,0.963945136161
102,0.835413503206
108,0.549016230924
111,0.854607027802
126,0.183911371981
130,0.037172708098
140,0.773257974759
141,0.255797867209
152,0.792706299317
153,0.795868813229
159,0.531579774803
160,0.566131020199
163,0.532764918423
178,0.603514352167
179,0.293098431049
181,0.649519114715
196,0.146508186483
206,0.0856943113129
209,0.521141502685
216,0.636855614998
228,0.0646923613654
230,0.455671160216
242,0.724387540394
245,0.131764511155
261,0.408125648887
274,0.471240052706
282,0.773385666773
289,0.532020199611
296,0.0570740371469
297,0.538538515203
302,0.227334869459
304,0.0125621814999
313,0.881197560273
316,0.485340916176
317,0.38739532308
344,0.929684567218
348,0.783652226381
352,0.449993454302
354,0.514816254263
361,0.315685256384
362,0.241784413832
363,0.682020143296
365,0.34010036661
375,0.365993097932
380,0.369236542184
384,0.632008068011
394,0.774046927847
399,0.672401721729
404,0.704268226689
406,0.634596684046
430,0.144597119208
432,0.305593790087
443,0.458340233047
463,0.628630478586
467,0.474901067669
474,0.22829065588
488,0.231070405024
502,0.954217443936
503,0.248794982458
507,0.380124987641
508,0.478708795299
509,0.434174686079
516,0.407775383226
528,0.314165415176
542,0.686639500186
547,0.3237572357
552,0.628334643337
555,0.606469325208
561,0.463311712401
569,0.800420178272
575,0.968265427824
576,0.894268393556
582,0.125955663599
585,0.377993337722
586,0.445628060269
590,0.7554203904
592,0.181382321943
598,0.286000118488
599,0.320475506638
600,0.7890341563
601,0.630941296715
603,0.291084939835
617,0.479794297648
628,0.544215775082
634,0.12115363316
635,0.278786838702
639,0.500174034786
644,0.71988964719
646,0.780926723743
650,0.0624607136848
659,0.819339590718
663,0.372728210676
668,0.678016524914
670,0.379319151574
678,0.460123450868
679,0.315400697171
686,0.716055571911
694,0.267746408176
696,0.925913850954
702,0.874916540067
709,0.297481658548
712,0.343032550706
723,0.261571376494
729,0.27200830676
733,0.746196599611
735,0.413449751152
737,0.530745196348
749,0.74499437718
752,0.492162895898
767,0.949949912576
771,0.217633424736
778,0.429552955713
780,0.85672917307
790,0.517050951251
797,0.487555061534
802,0.365007946537
805,0.732299844073
807,0.673262053321
808,0.91709099497
811,0.397191579899
815,0.141255677078
820,0.766636414643
838,0.133628204596
861,0.138982181741
886,0.258113980178
889,0.132245017171
904,0.682371379999
913,0.501574350136
928,0.734064992666
931,0.591226341717
932,0.638350939054
945,0.814383704389
953,0.937222392726
955,0.369324097807
970,0.554464164202
972,0.278777635819
978,0.630463985243
982,0.777262634328
983,0.678128319652
984,0.457798592842
987,0.653527643446
1000,0.61732831266
1006,0.622089850194
1014,0.792380304663
1030,0.442211099161
1037,0.742827118409
1044,0.583276936111
1046,0.830210430388
1048,0.440789648191
1053,0.830960897028
1057,0.772136657159
1077,0.886587764717
1085,0.981727311412
1087,0.679003280066
1088,0.73997304917
1096,0.0650174808272
1098,0.966243236821
1100,0.116817790709
1113,0.720701216975
1119,0.648711765085
1127,0.491984923039
1142,0.337820228774
1148,0.445697365491
1157,0.22085557319
1158,0.773002756999
1163,0.393114911349
1167,0.668824527391
1168,0.28187603757
1181,0.0444902536241
1183,0.220657897986
1191,0.549541273345
1192,0.13768465781
1198,0.811334030254
1216,0.207127736774
1218,0.643358819832
1221,0.96582702233
1222,0.409181555456
1225,0.177855000931
1226,0.411765346717
1230,0.269732952686
1242,0.752539621504
1247,0.776284992755
1253,0.306379654977
1259,0.70531312012
1271,0.848411665507
1282,0.619025791585
1284,0.963082690975
1293,0.467118921122
1294,0.489298013447
1298,0.447794924456
1306,0.686935338543
1316,0.734895550231
1321,0.270726937765
1331,0.402471710552
1336,0.207330752458
1341,0.469281696366
1348,0.512292677919
1356,0.918283550879
1384,0.302187931335
1389,0.60015352936
1391,0.596372184329
1413,0.852018906575
1419,0.651223805647
1426,0.734897428599
1440,0.774824257657
1445,0.605716500909
1465,0.356585010828
1470,0.439555131355
1472,0.479157758733
1484,0.585665584893
1485,0.0658342346095
1486,0.920934875422
1488,0.492148834034
1498,0.0305626809662
1508,0.650421489979
1518,0.850224164528
1526,0.197061521421
1527,0.742530853023
1528,0.207679026474
1540,0.687430489125
1546,0.371455005031
1551,0.786413126597
1564,0.676697081463
1565,0.920032901994
1568,0.95336190506
1572,0.560356389998
1573,0.076587932449
1581,0.407120114109
1585,0.905291381424
1588,0.245316006462
1595,0.253745282
1596,0.346008233745
1603,0.277148737489
1615,0.679428203751
1621,0.399248264356
1623,0.206132983959
1630,0.489575629401
1636,0.586780652286
1642,0.206707635493
1654,0.762807185065
1657,0.894545731064
1665,0.393889034142
1666,0.814722670866
1676,0.802424472938
1678,0.452464604605
1683,0.500037990043
1685,0.0520228444279
1687,0.00743450932989
1690,0.177094899396
1702,0.3761580274
1703,0.201034940171
1714,0.312586378548
1716,0.460548307467
1726,0.207254989281
1748,0.287983181207
1750,0.244506588681
1762,0.965132251383
1765,0.138236090959
1767,0.53703687009
1773,0.418365171079
1774,0.372734767805
1776,0.749146139091
1782,0.860927492456
1799,0.504476937391
1803,0.578330520682
1811,0.422448254916
1820,0.440199020513
1823,0.835923568634
1864,0.706971011693
1871,0.578533154961
1874,0.0615844575542
1878,0.34651401422
1888,0.706824796694
1895,0.767399948099
1896,0.652730375008
1899,0.543100641421
1901,0.582279346829
1903,0.669845943316
1913,0.122501231865
1935,0.80451201338
1946,0.246204830951
1958,0.81514655186
1960,0.488649939356
1968,0.388684114888
1969,0.528772005718
1973,0.261172309214
1974,0.472232225041
1977,0.447116908797
1992,0.670550619042
1995,0.154960321145
2001,0.784399809873
2017,0.519650187606
2018,0.284188512821
2020,0.333331381103
2021,0.384873027869
2027,0.360962031685
2036,0.572061930186
2040,0.165214430932
2041,0.172973484953
2047,0.932081793056
2049,0.355341440573
2059,0.295973904967
2066,0.309776918413
2068,0.474720452598
2069,0.746913197686
2081,0.453740174279
2083,0.606414327823
2084,0.910046444722
2085,0.909844238639
2096,0.46705444571
2104,0.178555552723
2105,0.185662732685
2110,0.228495117777
2112,0.0676235178449
2115,0.557069524406
2120,0.0985550933561
2121,0.137906147336
2125,0.828547679618
2128,0.702463779894
2129,0.318569387711
2138,0.407234024618
2159,0.669467071228
2160,0.194189517472
2180,0.688638940558
2181,0.598405216161
2183,0.814280745484
2189,0.196562480201
2192,0.509600026632
2193,0.908830291049
2197,0.105906280502
2201,0.370574724332
2206,0.904526436977
2208,0.79065210121
2210,0.742964181544
2212,0.700868822504
2220,0.678152049258
2226,0.574470493564
2227,0.0486450657612
2229,0.264895706298
2233,0.163652528621
2234,0.929978101042
2237,0.361236172388
2238,0.56873786747
2246,0.276937304934
2248,0.283220612886
2265,0.524713937542
2268,0.331624713251
2270,0.76276271557
2276,0.910884540252
2278,0.913040871113
2290,0.543963011739
2298,0.349578356608
2305,0.05889830562
2320,0.529846428212
2325,0.48905246588
2329,0.800566127146
2342,0.681151886377
2352,0.172140144911
2387,0.811138181027
2397,0.17814983801
2399,0.806792974403
2401,0.685822009809
2404,0.19054523519
2411,0.740966753641
2422,0.718028572793
2424,0.765905269982
2425,0.262017916653
2429,0.167316476486
2433,0.507345650857
2434,0.7360399687
2436,0.0714052663174
2440,0.134351776927
2448,0.577564192803
2458,0.649215266428
2460,0.400994034367
2466,0.59667440993
2473,0.452263616607
2479,0.361264708499
2493,0.156478289303
2504,0.212494577247
2524,0.808578813145
2526,0.989183914084
2531,0.364066294983
